iter	Logloss
1513	0.2868723177
1514	0.286820675
1515	0.2867989881
1516	0.2867862257
1517	0.286750029
1518	0.2867218829
1519	0.2866674006
1520	0.2866250567
1521	0.286581215
1522	0.2865130653
1523	0.2864430745
1524	0.2863727406
1525	0.2863302094
1526	0.2863185703
1527	0.2862673332
1528	0.286203833
1529	0.286148633
1530	0.286073712
1531	0.286024472
1532	0.2859841875
1533	0.2857894429
1534	0.2857497202
1535	0.2857004489
1536	0.2856452177
1537	0.285599379
1538	0.2855398104
1539	0.2855214
1540	0.2855081071
1541	0.2854642966
1542	0.2854166167
1543	0.2853732743
1544	0.2853547391
1545	0.2853299942
1546	0.2853103045
1547	0.2852634672
1548	0.285251672
1549	0.2851977514
1550	0.2851379956
1551	0.2850669128
1552	0.2850146771
1553	0.2849370102
1554	0.284873978
1555	0.2848196517
1556	0.284763734
1557	0.2847199547
1558	0.2846518675
1559	0.2845749182
1560	0.2845133838
1561	0.2844575285
1562	0.2844135308
1563	0.284378551
1564	0.2843025691
1565	0.2842755464
1566	0.2842293644
1567	0.2841907337
1568	0.284122428
1569	0.2840972776
1570	0.284040455
1571	0.2840048511
1572	0.2839559543
1573	0.2839294933
1574	0.2838762279
1575	0.2838411546
1576	0.283816597
1577	0.2837536896
1578	0.2837052609
1579	0.2836836988
1580	0.2836601398
1581	0.2836030987
1582	0.2835455272
1583	0.2834902648
1584	0.2834432715
1585	0.2833888516
1586	0.2833679137
1587	0.2833233543
1588	0.2832843492
1589	0.2832443768
1590	0.2832016584
1591	0.2831819062
1592	0.2830877324
1593	0.2830268844
1594	0.2829701554
1595	0.2828925197
1596	0.2828425308
1597	0.2827892342
1598	0.2827495427
1599	0.2826963709
1600	0.2826699723
1601	0.2826194217
1602	0.2825645338
1603	0.2824941686
1604	0.2824476121
1605	0.2823891981
1606	0.2823285374
1607	0.2822766762
1608	0.2822172637
1609	0.2821826896
1610	0.2821341048
1611	0.2821028072
1612	0.2820649878
1613	0.2819949035
1614	0.2819702211
1615	0.2819069704
1616	0.2818388832
1617	0.2817903608
1618	0.2817308859
1619	0.2816983712
1620	0.2816690394
1621	0.2816271324
1622	0.2815778923
1623	0.2815154218
1624	0.2814598786
1625	0.2814096712
1626	0.2813438618
1627	0.2813098806
1628	0.2812592364
1629	0.2812234141
1630	0.2811696807
1631	0.2811505838
1632	0.2811037777
1633	0.2810763494
1634	0.2808989542
1635	0.2808780475
1636	0.2808238148
1637	0.2807958872
1638	0.2807482386
1639	0.2806763444
1640	0.2806447035
1641	0.2805988335
1642	0.2805563336
1643	0.2804758895
1644	0.2804491788
1645	0.2804157905
1646	0.2804004381
1647	0.2803910768
1648	0.2803409319
1649	0.2802919103
1650	0.2802331843
1651	0.2802078465
1652	0.2801635368
1653	0.2801346418
1654	0.2800867124
1655	0.2800197484
1656	0.2799506626
1657	0.2798991135
1658	0.2798473148
1659	0.279783596
1660	0.2797435924
1661	0.2796715734
1662	0.2796182769
1663	0.2795712212
1664	0.2795128384
1665	0.2794832881
1666	0.2794278073
1667	0.2794115187
1668	0.2793838095
1669	0.2793195916
1670	0.2792748761
1671	0.2792176791
1672	0.2791865374
1673	0.2791391072
1674	0.2790267726
1675	0.2790065212
1676	0.2789596214
1677	0.2789149372
1678	0.2788555247
1679	0.2788003559
1680	0.278748994
1681	0.2786826229
1682	0.2786055177
1683	0.2785586804
1684	0.2785313144
1685	0.2785100332
1686	0.2784410722
1687	0.2783833135
1688	0.2783484586
1689	0.2783112321
1690	0.2782446738
1691	0.2781986166
1692	0.2781692224
1693	0.2781434478
1694	0.2780942702
1695	0.27805539
1696	0.2779946981
1697	0.2779357224
1698	0.2778900084
1699	0.2778398323
1700	0.2777926205
1701	0.2777409778
1702	0.2777406033
1703	0.2776956071
1704	0.2776866515
1705	0.2776401886
1706	0.2775804329
1707	0.2775392435
1708	0.2774937792
1709	0.2774348971
1710	0.2774129918
1711	0.2773563564
1712	0.2773136069
1713	0.2773060867
1714	0.2772716374
1715	0.2772292935
1716	0.2771725645
1717	0.2770890312
1718	0.2770353914
1719	0.2770007549
1720	0.2769439011
1721	0.2768804944
1722	0.2768465756
1723	0.2766960784
1724	0.2766351368
